1;0;4.8685;-0.29081;1.691
2;0;4.7873;0.38562;1.7034
3;0;4.4211;-0.063264;1.5361
4;0;3.86;0.322;1.6835
5;0;4.3516;0.94;1.7241
6;0;3.8531;0.77698;1.8384
7;0;3.0049;0.30531;1.6258
8;0;3.2377;0.7612;1.7569
9;0;2.3931;0.19942;1.628
10;0;2.3597;1.2113;1.553
11;0;2.2304;0.82266;1.5301
12;0;1.9069;0.33518;1.6797
13;0;1.5039;1.0489;1.6293
14;0;1.3436;0.44486;1.6395
15;0;1.1743;1.1507;1.6534
16;0;0.62181;1.0371;1.81
17;0;0.5548;0.43262;1.9261
18;0;0.25559;1.0079;1.7447
19;0;-0.26463;0.38337;1.6663
20;0;-0.32114;0.94656;1.8916
21;0;-0.96742;0.37642;1.6987
22;0;-1.0847;0.86157;1.7737
23;0;-1.2979;0.4418;1.7291
24;0;-1.4888;0.82631;1.7413
25;0;-2.0698;0.27386;1.6188
26;0;-1.9977;1.0653;1.8143
27;0;-2.3405;0.21251;1.6347
28;0;-2.2609;1.0818;1.7857
29;0;-2.7802;0.4614;1.6797
30;0;-2.8969;0.8461;1.6832
31;0;-3.2189;0.38171;1.7557
32;0;-3.9888;-0.023921;1.6134
33;0;-4.2345;0.73926;1.6659
34;0;-4.343;0.34974;1.7963
35;0;-4.6296;-0.31103;1.5612
36;0;-5.2678;0.065154;1.6017
1;1;4.8676;-0.30168;1.691
2;1;4.8178;0.38318;1.7034
3;1;4.4197;-0.080521;1.5361
4;1;3.8656;0.32583;1.6835
5;1;4.3699;0.94099;1.7241
6;1;3.8683;0.7759;1.8384
7;1;3.0211;0.30036;1.6258
8;1;3.268;0.77803;1.7569
9;1;2.4039;0.20128;1.628
10;1;2.3604;1.2108;1.553
11;1;2.2403;0.80899;1.5301
12;1;1.912;0.34433;1.6797
13;1;1.5114;1.047;1.6293
14;1;1.3581;0.43537;1.6395
15;1;1.1697;1.1545;1.6534
16;1;0.62597;1.0337;1.81
17;1;0.55938;0.41514;1.9261
18;1;0.26134;0.98306;1.7447
19;1;-0.25725;0.389;1.6663
20;1;-0.3135;0.95737;1.8916
21;1;-0.967;0.37736;1.6987
22;1;-1.0716;0.87852;1.7737
23;1;-1.2784;0.43421;1.7291
24;1;-1.483;0.85034;1.7413
25;1;-2.0666;0.26865;1.6188
26;1;-1.9984;1.0667;1.8143
27;1;-2.3399;0.23362;1.6347
28;1;-2.2692;1.069;1.7857
29;1;-2.7676;0.449;1.6797
30;1;-2.8845;0.8524;1.6832
31;1;-3.219;0.38153;1.7557
32;1;-3.9855;-0.0166;1.6134
33;1;-4.267;0.75424;1.6659
34;1;-4.3297;0.34263;1.7963
35;1;-4.6357;-0.29753;1.5612
36;1;-5.2576;0.10221;1.6017
1;2;4.8643;-0.31688;1.691
2;2;4.8537;0.37826;1.7034
3;2;4.4168;-0.098375;1.5361
4;2;3.8734;0.32903;1.6835
5;2;4.3861;0.94144;1.7241
6;2;3.8782;0.77039;1.8384
7;2;3.0374;0.29538;1.6258
8;2;3.2982;0.79306;1.7569
9;2;2.415;0.19954;1.628
10;2;2.3619;1.2099;1.553
11;2;2.2515;0.79506;1.5301
12;2;1.9185;0.3535;1.6797
13;2;1.5207;1.0454;1.6293
14;2;1.3732;0.42639;1.6395
15;2;1.1645;1.1592;1.6534
16;2;0.62448;1.0286;1.81
17;2;0.56121;0.39217;1.9261
18;2;0.26312;0.96121;1.7447
19;2;-0.24952;0.39034;1.6663
20;2;-0.30452;0.96954;1.8916
21;2;-0.96738;0.37471;1.6987
22;2;-1.0569;0.8986;1.7737
23;2;-1.2567;0.42903;1.7291
24;2;-1.4775;0.87683;1.7413
25;2;-2.0662;0.26219;1.6188
26;2;-1.998;1.0653;1.8143
27;2;-2.3422;0.25532;1.6347
28;2;-2.272;1.0536;1.7857
29;2;-2.7561;0.43746;1.6797
30;2;-2.87;0.86027;1.6832
31;2;-3.2235;0.3777;1.7557
32;2;-3.9819;-0.011966;1.6134
33;2;-4.2919;0.76862;1.6659
34;2;-4.312;0.33332;1.7963
35;2;-4.6409;-0.28499;1.5612
36;2;-5.2502;0.13708;1.6017
1;3;4.8568;-0.33529;1.691
2;3;4.8911;0.36988;1.7034
3;3;4.4126;-0.11906;1.5361
4;3;3.8811;0.33223;1.6835
5;3;4.4013;0.94052;1.7241
6;3;3.8824;0.76384;1.8384
7;3;3.0573;0.28695;1.6258
8;3;3.3269;0.80974;1.7569
9;3;2.4269;0.19904;1.628
10;3;2.3643;1.2088;1.553
11;3;2.2629;0.7849;1.5301
12;3;1.9233;0.36753;1.6797
13;3;1.5321;1.0463;1.6293
14;3;1.3928;0.41375;1.6395
15;3;1.1605;1.1619;1.6534
16;3;0.62462;1.0256;1.81
17;3;0.56536;0.36215;1.9261
18;3;0.26799;0.93918;1.7447
19;3;-0.24259;0.38769;1.6663
20;3;-0.29951;0.98503;1.8916
21;3;-0.96719;0.37571;1.6987
22;3;-1.0449;0.92282;1.7737
23;3;-1.2356;0.42567;1.7291
24;3;-1.467;0.90042;1.7413
25;3;-2.0617;0.25605;1.6188
26;3;-1.9985;1.0641;1.8143
27;3;-2.3419;0.27769;1.6347
28;3;-2.2708;1.0402;1.7857
29;3;-2.7453;0.42793;1.6797
30;3;-2.8561;0.86924;1.6832
31;3;-3.2292;0.37669;1.7557
32;3;-3.9785;-0.010556;1.6134
33;3;-4.3093;0.78089;1.6659
34;3;-4.2946;0.32172;1.7963
35;3;-4.6445;-0.27362;1.5612
36;3;-5.2446;0.16707;1.6017
1;4;4.8434;-0.35443;1.691
2;4;4.9251;0.35962;1.7034
3;4;4.4081;-0.14367;1.5361
4;4;3.8905;0.33387;1.6835
5;4;4.4171;0.93773;1.7241
6;4;3.8911;0.75841;1.8384
7;4;3.0777;0.28282;1.6258
8;4;3.3524;0.82531;1.7569
9;4;2.4408;0.19889;1.628
10;4;2.3667;1.2079;1.553
11;4;2.2747;0.77103;1.5301
12;4;1.9258;0.38506;1.6797
13;4;1.5441;1.0499;1.6293
14;4;1.4118;0.399;1.6395
15;4;1.1573;1.1625;1.6534
16;4;0.62382;1.0219;1.81
17;4;0.57225;0.33197;1.9261
18;4;0.27229;0.9178;1.7447
19;4;-0.23554;0.384;1.6663
20;4;-0.28496;0.99738;1.8916
21;4;-0.96659;0.37181;1.6987
22;4;-1.032;0.94508;1.7737
23;4;-1.2186;0.42507;1.7291
24;4;-1.4568;0.91841;1.7413
25;4;-2.0604;0.25069;1.6188
26;4;-1.9993;1.0632;1.8143
27;4;-2.3401;0.29502;1.6347
28;4;-2.2652;1.0267;1.7857
29;4;-2.7329;0.41619;1.6797
30;4;-2.8406;0.88115;1.6832
31;4;-3.2337;0.37787;1.7557
32;4;-3.9746;-0.010579;1.6134
33;4;-4.32;0.79352;1.6659
34;4;-4.2769;0.3108;1.7963
