1;0;0.75407;0.82357;1.574
2;0;0.0040379;0.44575;1.7346
3;0;0.088257;1.0715;1.7104
4;0;-1.253;0.21338;1.6464
5;0;-2.587;0.50372;1.686
6;0;-3.0869;0.59351;1.6021
7;0;-1.3569;0.90752;1.6203
8;0;-2.6507;1.0343;1.5353
9;0;-3.4017;1.2339;1.6321
10;0;-0.87709;1.3713;1.6363
11;0;-3.2653;1.6516;1.6104
12;0;-3.5105;0.21985;1.6825
13;0;-3.9597;1.1182;1.5792
14;0;-4.3422;0.11811;1.9426
15;0;-5.1388;-0.10312;1.6628
16;0;-5.0258;0.61462;1.6931
17;0;-5.6641;0.48974;1.8797
1;1;0.75352;0.82375;1.574
2;1;0.0063242;0.44517;1.7346
3;1;0.087385;1.0728;1.7104
4;1;-1.2562;0.21099;1.6464
5;1;-2.5869;0.50829;1.686
6;1;-3.0879;0.59507;1.6021
7;1;-1.3586;0.90405;1.6203
8;1;-2.6486;1.0505;1.5353
9;1;-3.4019;1.235;1.6321
10;1;-0.87724;1.377;1.6363
11;1;-3.2654;1.651;1.6104
12;1;-3.5073;0.21915;1.6825
13;1;-3.9564;1.1169;1.5792
14;1;-4.3432;0.12186;1.9426
15;1;-5.1396;-0.086583;1.6628
16;1;-5.0299;0.61264;1.6931
17;1;-5.662;0.49099;1.8797
1;2;0.75261;0.82393;1.574
2;2;0.0060759;0.44581;1.7346
3;2;0.084342;1.0758;1.7104
4;2;-1.2587;0.21048;1.6464
5;2;-2.5871;0.5133;1.686
6;2;-3.0882;0.595;1.6021
7;2;-1.3592;0.90091;1.6203
8;2;-2.646;1.0678;1.5353
9;2;-3.4024;1.2358;1.6321
10;2;-0.87756;1.3896;1.6363
11;2;-3.2652;1.6502;1.6104
12;2;-3.5029;0.21757;1.6825
13;2;-3.9536;1.1154;1.5792
14;2;-4.3442;0.12539;1.9426
15;2;-5.1398;-0.070944;1.6628
16;2;-5.0371;0.60556;1.6931
17;2;-5.6598;0.49223;1.8797
1;3;0.75187;0.82403;1.574
2;3;0.0045531;0.44743;1.7346
3;3;0.085349;1.0771;1.7104
4;3;-1.2635;0.21031;1.6464
5;3;-2.5878;0.51704;1.686
6;3;-3.0882;0.595;1.6021
7;3;-1.3574;0.89892;1.6203
8;3;-2.6414;1.0815;1.5353
9;3;-3.403;1.2364;1.6321
10;3;-0.87118;1.4023;1.6363
11;3;-3.2649;1.65;1.6104
12;3;-3.4999;0.21627;1.6825
13;3;-3.9516;1.1144;1.5792
14;3;-4.3453;0.12873;1.9426
15;3;-5.1395;-0.056929;1.6628
16;3;-5.0459;0.59432;1.6931
17;3;-5.6582;0.49337;1.8797
1;4;0.75146;0.82385;1.574
2;4;0.0032188;0.44644;1.7346
3;4;0.087314;1.0791;1.7104
4;4;-1.2689;0.20869;1.6464
5;4;-2.5879;0.5228;1.686
6;4;-3.0889;0.59452;1.6021
7;4;-1.3526;0.8982;1.6203
8;4;-2.6362;1.0911;1.5353
9;4;-3.4036;1.2365;1.6321
10;4;-0.8648;1.409;1.6363
11;4;-3.2648;1.6499;1.6104
12;4;-3.4972;0.21538;1.6825
13;4;-3.9492;1.1147;1.5792
14;4;-4.3465;0.13273;1.9426
15;4;-5.139;-0.044546;1.6628
16;4;-5.0557;0.58008;1.6931
17;4;-5.6562;0.49446;1.8797
1;5;0.75082;0.82367;1.574
2;5;0.0027266;0.44256;1.7346
3;5;0.089768;1.0799;1.7104
4;5;-1.2719;0.20718;1.6464
5;5;-2.5876;0.52811;1.686
6;5;-3.0888;0.5935;1.6021
7;5;-1.3493;0.89721;1.6203
8;5;-2.6314;1.0997;1.5353
9;5;-3.4041;1.2363;1.6321
10;5;-0.86142;1.4134;1.6363
11;5;-3.2647;1.6502;1.6104
12;5;-3.4955;0.21393;1.6825
13;5;-3.9471;1.1159;1.5792
14;5;-4.3474;0.13613;1.9426
15;5;-5.1382;-0.033843;1.6628
16;5;-5.064;0.56533;1.6931
17;5;-5.654;0.49536;1.8797
1;6;0.74997;0.82333;1.574
2;6;0.0031825;0.43749;1.7346
3;6;0.089618;1.0782;1.7104
4;6;-1.2753;0.20776;1.6464
5;6;-2.5872;0.5321;1.686
6;6;-3.0902;0.59567;1.6021
7;6;-1.3494;0.89697;1.6203
8;6;-2.6288;1.1072;1.5353
9;6;-3.405;1.2365;1.6321
10;6;-0.86357;1.4155;1.6363
11;6;-3.2649;1.6503;1.6104
12;6;-3.4922;0.21163;1.6825
13;6;-3.9454;1.118;1.5792
14;6;-4.3482;0.13983;1.9426
15;6;-5.1373;-0.025792;1.6628
16;6;-5.0719;0.5515;1.6931
17;6;-5.6518;0.49596;1.8797
1;7;0.74927;0.82308;1.574
2;7;0.0021721;0.43279;1.7346
3;7;0.091408;1.0784;1.7104
4;7;-1.2781;0.20741;1.6464
5;7;-2.5892;0.53814;1.686
6;7;-3.0895;0.59526;1.6021
7;7;-1.3494;0.89619;1.6203
8;7;-2.6222;1.1139;1.5353
9;7;-3.4059;1.2367;1.6321
10;7;-0.86868;1.4159;1.6363
11;7;-3.2649;1.6506;1.6104
12;7;-3.4884;0.21001;1.6825
13;7;-3.943;1.1221;1.5792
14;7;-4.3492;0.14367;1.9426
15;7;-5.1365;-0.020739;1.6628
16;7;-5.0798;0.53944;1.6931
17;7;-5.6503;0.49668;1.8797
1;8;0.749;0.82267;1.574
2;8;0.00091669;0.429;1.7346
3;8;0.095965;1.0798;1.7104
4;8;-1.2782;0.20713;1.6464
5;8;-2.5918;0.54542;1.686
6;8;-3.0887;0.59588;1.6021
7;8;-1.3521;0.89558;1.6203
8;8;-2.6172;1.1201;1.5353
9;8;-3.4066;1.2369;1.6321
10;8;-0.87379;1.4151;1.6363
11;8;-3.2648;1.651;1.6104
12;8;-3.485;0.20862;1.6825
13;8;-3.9406;1.1266;1.5792
14;8;-4.35;0.14758;1.9426
15;8;-5.1354;-0.017475;1.6628
16;8;-5.0866;0.52751;1.6931
17;8;-5.6486;0.4965;1.8797
1;9;0.7484;0.82196;1.574
2;9;-0.00076504;0.42805;1.7346
3;9;0.1005;1.086;1.7104
4;9;-1.2797;0.20949;1.6464
5;9;-2.5949;0.55191;1.686
6;9;-3.0884;0.59403;1.6021
7;9;-1.3545;0.8956;1.6203
8;9;-2.612;1.1245;1.5353
9;9;-3.4072;1.2375;1.6321
10;9;-0.8778;1.4134;1.6363
11;9;-3.2646;1.6513;1.6104
12;9;-3.4831;0.20704;1.6825
13;9;-3.9388;1.1302;1.5792
14;9;-4.351;0.15215;1.9426
15;9;-5.1338;-0.01638;1.6628
16;9;-5.0935;0.51448;1.6931
17;9;-5.6467;0.49582;1.8797
1;10;0.74744;0.82106;1.574
2;10;-0.0032399;0.42888;1.7346
3;10;0.10586;1.0903;1.7104
4;10;-1.2797;0.20949;1.6464
5;10;-2.5971;0.55532;1.686
6;10;-3.0884;0.59297;1.6021
7;10;-1.3555;0.89555;1.6203
8;10;-2.6108;1.1252;1.5353
9;10;-3.4077;1.2383;1.6321
10;10;-0.88172;1.4107;1.6363
11;10;-3.2649;1.651;1.6104
12;10;-3.4815;0.20452;1.6825
13;10;-3.9365;1.1343;1.5792
14;10;-4.3523;0.15675;1.9426
15;10;-5.1321;-0.016811;1.6628
16;10;-5.1003;0.50167;1.6931
17;10;-5.6454;0.49492;1.8797
1;11;0.74688;0.81984;1.574
2;11;-0.0061486;0.4309;1.7346
3;11;0.10406;1.0948;1.7104
4;11;-1.2769;0.21134;1.6464
5;11;-2.5991;0.55804;1.686
6;11;-3.0878;0.59033;1.6021
7;11;-1.3553;0.89574;1.6203
8;11;-2.6106;1.1252;1.5353
9;11;-3.4081;1.2396;1.6321
10;11;-0.88578;1.4049;1.6363
11;11;-3.2654;1.6511;1.6104
12;11;-3.4807;0.20334;1.6825
13;11;-3.935;1.1378;1.5792
14;11;-4.3537;0.16152;1.9426
15;11;-5.131;-0.019359;1.6628
16;11;-5.1058;0.48931;1.6931
17;11;-5.6448;0.49368;1.8797
1;12;0.74687;0.81849;1.574
2;12;-0.0087028;0.43398;1.7346
3;12;0.099565;1.0978;1.7104
4;12;-1.2756;0.21241;1.6464
5;12;-2.6013;0.56028;1.686
6;12;-3.0881;0.58865;1.6021
7;12;-1.3549;0.89765;1.6203
8;12;-2.6108;1.1234;1.5353
9;12;-3.4083;1.2404;1.6321
10;12;-0.8901;1.3961;1.6363
11;12;-3.2659;1.6513;1.6104
12;12;-3.479;0.20342;1.6825
13;12;-3.9341;1.141;1.5792
14;12;-4.3547;0.16604;1.9426
15;12;-5.1303;-0.023569;1.6628
16;12;-5.1089;0.47874;1.6931
17;12;-5.6448;0.49193;1.8797
1;13;0.74677;0.81732;1.574
2;13;-0.011;0.43614;1.7346
3;13;0.096648;1.0978;1.7104
4;13;-1.2745;0.21503;1.6464
5;13;-2.6033;0.56267;1.686
6;13;-3.0872;0.58664;1.6021
7;13;-1.3542;0.89972;1.6203
8;13;-2.6113;1.121;1.5353
9;13;-3.4085;1.2414;1.6321
10;13;-0.89644;1.3834;1.6363
11;13;-3.2666;1.6514;1.6104
12;13;-3.4766;0.20446;1.6825
13;13;-3.9334;1.1429;1.5792
